url,title,brand,description,product_id,price,currency,item_condition,availability,color,sku,breadcrumbs,average_rating,total_ratings,uniq_id,scraped_at
https://athleta.gap.com/browse/product.do?pid=980758,Organic Daily Printed Tank,Athleta,"FOR: Commuting, work, and travel FEEL: Organic cotton is lightweight and breathable FAVE: The tie dye process makes each piece completely unique",980758,11.99,USD,NewCondition,InStock,Sunburst Bright Green,9807580120000,Tops/Tanks,4.79,63,4ded59b7-1d7e-5351-8f26-60aec0d652d3,26/12/2021 22:25:37
https://athleta.gap.com/browse/product.do?pid=982561,Retroplush Heather Crewneck,Athleta,"FOR: Commuting, work, and travel FEEL: Plush stretch fleece has a soft, brushed interior FAVE: Easy&#45access stash pockets",982561,64.99,USD,NewCondition,InStock,Charcoal Heather,9825610020000,Tops/Sweatshirts & Wraps,4.7,98,bf4d3d4e-5b7a-5b32-8ca0-08d3499fded1,26/12/2021 22:25:37
https://athleta.gap.com/browse/product.do?pid=981479,Athleta Girl Got Your Back Bra 2.0,Athleta,"FOR: School, practice and play FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Neckline provides added coverage",981479,26.00,USD,NewCondition,InStock,Stormy Sky,9814790020001,Athleta Girl/Bras,5,2,f5c3cb7c-1b53-5f77-b146-bb62ddb21b68,26/12/2021 22:25:37
https://athleta.gap.com/browse/product.do?pid=354117,Empower Daily Bra In Powervita&#x26;#153 A&#x26;#45C,Athleta,"BEST FOR EVERYDAY: travel + commute + explore IMPACT: Medium&#45impact workouts, best for A&#45C cups FEEL: Powervita&#153 fabric is buttery soft with compression that feels like a gentle hug FAVE: Our post&#45mastectomy design has an invisible front&#45zip entry for easy on and off Fully removable cups Easy pocket for use of our Empower Pad Mastectomy Bra Insert (#374207) if needed Fully adjustable straps for a custom fit",354117,46.99,USD,NewCondition,InStock,Black,3541170020001,Bras/All Sports Bras,4.48,201,9c218129-98ed-56c2-a22c-37f78b3aeee7,26/12/2021 22:25:37
https://athleta.gap.com/browse/product.do?pid=566723,Run With It 14&#x26;#34 Skort,Athleta,"FOR: Long distance, short distance and trail running FEEL: Featherweight Stretch&#153 fabric made with recycled polyester feels silky sleek and light as air FAVE: Back secure zip pocket Knit, SuperSonic waistband for comfort Split sides for mobility Ventilation built in where you need it",566723,59.00,USD,NewCondition,InStock,Black,5667230020005,Bottoms/Skirts & Skorts,4.46,737,f5d3be4d-ea7e-5415-aaf5-d958515cfce0,26/12/2021 22:25:37
https://athleta.gap.com/browse/product.do?pid=980796,Organic Daily Crew Graphic Tee,Athleta,"FOR: Commuting, work, and travel FEEL: Organic cotton is lightweight and breathable FAVE: Her favorite Daily Crew Tee, now with a graphic for multiple occasions",980796,44.00,USD,NewCondition,InStock,Day Of Girl,9807960520000,Tops/Short Sleeve,4.65,34,1f503df9-c548-52f3-b501-52767ccc2227,26/12/2021 22:25:38
https://athleta.gap.com/browse/product.do?pid=291749,Mesh Racer Run Short 4&#x26;#34,Athleta,"FOR: Long distance, short distance and trail running FEEL: Silky light Fleet fabric feels smooth on the skin FAVE: Our no&#45slip waistband stays put during your toughest workouts-no tugging means you can focus on performance Targeted mesh ventilation Reflective details 2 POCKETS: 1 secure zip pocket, 1 hidden key envelope pocket Fully adjustable NeverEnd drawstring won&#39t get lost in the wash Built&#45in brief provides extra coverage",291749,49.00,USD,NewCondition,InStock,Bright White,2917491220000,Bottoms/Shorts,4.83,2244,db679987-c5a1-59e6-9a4e-e2f797959525,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=631841,Momentum Tank Spacedye Floral,Athleta,"FOR: Medium to high impact workouts at the gym, studio or outdoors FEEL: Seamless construction for maximum comfort and minimal chafing FAVE: ionic+&#153 technology with naturally occurring antimicrobial silver ions knit in the fabric eliminates odor before it starts. Grippers at bottom hem to prevent it riding up",631841,12.97,USD,NewCondition,InStock,Osprey Grey,6318410020001,Tops/Tanks,4.69,113,4625500b-9e44-5ae9-a6b4-7756c25ca564,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=657700,Momentum Allure Print Top,Athleta,"FOR: Medium to high impact workouts at the gym, studio, or outdoors FEEL: Chafe&#45free seamless construction for maximum comfort FAVE: Grippers at the bottom hem to prevent it riding up",657700,55.99,USD,NewCondition,InStock,Allure Decadent Chocolate,6577000120000,Tops/Long Sleeve,4.88,34,150f8b00-22b8-55d5-953b-24677275d916,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=983845,Momentum Winterfrost Print Tee,Athleta,"FOR: Medium to high impact workouts at the gym, studio, or outdoors FEEL: Seamless construction for maximum comfort and minimal chafing FAVE: ionic+ &#153 technology with naturally occurring antimicrobial silver ions knit in the fabric eliminates odor before it starts Grippers at bottom hem to prevent it riding up",983845,59.00,USD,NewCondition,InStock,Winter Frost Basalt Violet,9838450020000,Tops/Short Sleeve,4.77,26,147c3014-6ce3-5823-ab98-6b02f7c67e5a,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=427775,Elation 8&#x26;#34 Short,Athleta,"FOR: Indoor and outdoor yoga practice, and life off the mat FEEL: Powervita&#153 fabric is buttery soft with compression that feels like a gentle hug FAVE: Back waistband pocket stashes your smartphone Unpinchable three&#45layer waistband with mesh inner lining streamlines and supports No side seams for distraction&#45free practice",427775,44.97,USD,NewCondition,InStock,Black,4277750020006,Bottoms/Shorts,4.8,466,b9c5ce92-fef1-50eb-873d-e8351e4ff1bc,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=447244,Cabo Linen Wide Leg Pant,Athleta,"FOR: Warm&#45weather travels, resort vacations and to and from the beach FEEL: Subtly textured linen feels light on the skin FAVE: Zip pockets on front secure your essentials Front center drawcord lets you customize your fit",447244,79.00,USD,NewCondition,InStock,Black,4472440320001,Bottoms/Pants,4.52,1402,105dfd41-6fc6-58f2-8251-cf0e649d6f36,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=982194,Athleta Girl Defy Expectations Jogger,Athleta,FOR: Sport practice FEEL: Lightweight organic cotton is stretchy and breathable FAVE: Exclusive to the Allyson Felix + Athleta limited&#45edition collection Inspirational graphic keeps her motivated,982194,34.97,USD,NewCondition,InStock,Black,9821940020001,Athleta Girl/Tights & Leggings,4.2,35,4e16f1ec-4be1-596d-9530-a6551792f24b,26/12/2021 22:25:39
https://athleta.gap.com/browse/product.do?pid=566906,Karma Twist Back Cami,Athleta,"FOR: Yoga or studio practice FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Twist detail for open back and airflow, great for hot yoga",566906,19.97,USD,NewCondition,InStock,Poseidon Blue,5669060120002,1X-3X/Tops,3.86,7,921f450e-7512-5813-a3e0-a6b48b1bfa57,26/12/2021 22:25:40
https://athleta.gap.com/browse/product.do?pid=569824,Salutation Stash Pocket II Capri Serpent,Athleta,FOR: Yoga or studio practice FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Bonded side stash pockets to store your essentials V back waistband is feminine and flattering,569824,29.97,USD,NewCondition,InStock,Black,5698240020000,/,4.62,92,477ffc1b-a128-5a63-99d1-78eb0b3b93e3,26/12/2021 22:25:41
https://athleta.gap.com/browse/product.do?pid=981873,Legend Travel Sweatpant,Athleta,"FOR: Medium to high impact workouts at the gym, studio or outdoors FEEL: Soft Drape Scuba is sleek with stretch for extra mobility FAVE: Exclusive to the Allyson Felix+ Athleta limited&#45edition collection Secure zip pockets to stash your essentials",981873,56.97,USD,NewCondition,InStock,Minimalistic Grey,9818730120006,Bottoms/Pants,4.59,46,a10212d2-f203-5f7a-ae7f-7e0abdbe29b8,26/12/2021 22:25:41
https://athleta.gap.com/browse/product.do?pid=985814,Wind Down Sleep Wide Leg Pant,Athleta,"FOR: Lounging, relaxing, and a good night&#39s sleep FEEL: Textured waffle fabric provides lightweight warmth FAVE: Easy&#45access stash pockets",985814,54.00,USD,NewCondition,InStock,Dragonfruit Pink,9858140220000,Sleep & Lounge/Sleep Bottoms,3.94,17,34c935fd-82dc-5254-8f38-e920f926cc06,26/12/2021 22:25:41
https://athleta.gap.com/browse/product.do?pid=631462,Athleta Girl In Your Element 2.0 Hoodie,Athleta,"FOR: School, practice and play FEEL: Super soft Nirvana is live&#45in comfy FAVE: Front kanga pocket includes surprise phone storage",631462,49.00,USD,NewCondition,InStock,Marine Halcyon,6314621220001,Athleta Girl/Tops,4.92,307,ee9f9950-cc32-500e-8345-35eef6afd084,26/12/2021 22:25:42
https://athleta.gap.com/browse/product.do?pid=657546,Rainier Printed Mesh Tight,Athleta,"FOR: Training in cold weather climates FEEL: Plush SuperSonic has a soft, brushed interior FAVE: Secure zip pockets to store her phone and essentials during train sessions Mesh inserts along the side of the leg Reflective dots at the ankle for outdoor training Drop in back pocket to stash phone or keys for to&#45fro",657546,34.97,USD,NewCondition,InStock,Sandstone Navy Multi,6575460121003,Bottoms/Pants,4.54,137,fe816930-f4b7-5715-ba09-1d138c4b47d6,26/12/2021 22:25:42
https://athleta.gap.com/browse/product.do?pid=511167,Elation 2 in 1 7/8 Tight,Athleta,"FOR: Indoor or outdoor yoga and for life on and off the mat FEEL: Powervita&#153 fabric is buttery soft to the touch with support that feels like a gentle hug FAVE: Back drop pocket for holding phone or other essentials. POWERVITA lite overlayer. Made with our customer&#45favorite, second&#45skin Powervita&#153 fabric, our yoga leggings/pants are designed for your ultimate distraction&#45free practice",511167,98.00,USD,NewCondition,InStock,Navy,5111670720000,Bottoms/Pants,4.67,297,7e36542a-2a94-5de1-b53c-ef641212a774,26/12/2021 22:25:42
https://athleta.gap.com/browse/product.do?pid=984892,Athleta Girl Cozy Cross Your Fingers Sweatshirt,Athleta,"FOR: School, practice, and play FEEL: Super &#45soft Brushed Nirvana is extra cozy FAVE: Novelty details add a fun twist Thumbholes keep her sleeves in place",984892,42.00,USD,NewCondition,InStock,Orchid Pink,9848920020001,Athleta Girl/Tops,5,1,8c92511a-8d60-5e6c-bf3e-e8117e94c4a3,26/12/2021 22:25:43
https://athleta.gap.com/browse/product.do?pid=983876,Momentum Floral Tank,Athleta,"FOR: Medium to high impact workouts at the gym, studio, or outdoors FEEL: Seamless construction for maximum comfort and minimal chafing FAVE: ionic+ &#153 technology with naturally occurring antimicrobial silver ions knit in the fabric eliminates odor before it starts Grippers at bottom hem to prevent it riding up",983876,49.00,USD,NewCondition,InStock,Wandering Floral Black,9838760120000,Tops/Tanks,4.73,45,b4c1a4aa-fbc1-53b6-ac56-db8bdfa550bf,26/12/2021 22:25:43
https://athleta.gap.com/browse/product.do?pid=982864,Westlake Textured Cardigan,Athleta,"FOR: Commuting, work, and travel FEEL: Lightweight, stretchy fabric FAVE: Easy button down cardigan can be worn open or closed Textured fabric elevates your everyday sweater",982864,119.99,USD,NewCondition,InStock,Fog Camo Cool,9828640020000,/,4.78,37,775073d5-e829-55c5-aebc-2e874a6979cc,26/12/2021 22:25:44
https://athleta.gap.com/browse/product.do?pid=657547,Farallon Printed Jogger,Athleta,"FOR: Yoga or studio practice FEEL: Knoven fabric has the comfort and stretch of a knit, with the look of woven twill FAVE: Tie dye inspired inversion print Easy pull on style with adjustable drawcord Inset side seam detail",657547,49.99,USD,NewCondition,InStock,Spliced Magic Metropolis Grey,6575470222018,Bottoms/Pants,4.79,301,4eebe24d-d83f-5b5f-8bbd-c0d6fc6ee82b,26/12/2021 22:25:44
https://athleta.gap.com/browse/product.do?pid=657689,Momentum Allure Print Tank,Athleta,"FOR: Medium to high impact workouts at the gym, studio, or outdoors FEEL: Seamless construction for comfort and minimal chafing FAVE: ionic+&#153 technology with naturally occurring antimicrobial silver ions knit in the fabric eliminates odor before it starts",657689,39.99,USD,NewCondition,InStock,Allure Dark Surf Teal,6576890520001,Tops/Tanks,4.77,257,0f386743-f5e3-59a2-95c8-773b836914bc,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=530951,Scoop Bikini Top D&#x26;#45DD ,Athleta,"FOR: Swim, surf, stand&#45up paddleboard, and all water sports FEEL: Recycled H&#x2082:ECO fabric is smooth and sleek with powerful stretch FAVE: Clean seams for a streamlined look and anti&#45chafe Due to the unique dyeing process of this garment the color may transfer when wet",530951,49.00,USD,NewCondition,InStock,Electric Fuschia,5309510820000,Swim/Bikini Tops,4.57,107,b570e203-6e9f-528e-a93d-937942714454,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=657794,Exhale Rib Bra D&#x26;#45DD,Athleta,"BEST FOR STUDIO: yoga + barre + pilates IMPACT: Light&#45impact workouts, best for D&#45DD cups FEEL: Super soft Powervita&#153 rib fabric hugs the body FAVE: Straps designed for comfort and mobility on the shoulders and neck Lightweight Buttermesh lining Removable pads Easy pocket for use of our Empower Pad Mastectomy Bra Insert if needed",657794,19.97,USD,NewCondition,InStock,Tempest Violet,6577940120000,Bras/All Sports Bras,4.49,75,52242574-50ec-57bc-97a6-e621b609e2e4,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=907882,Athleta Girl Chit Chat Tight 2.0,Athleta,"FOR: School days, yoga, after practice, exploring outdoors FEEL: Super&#45soft Pilayo&#174 fabric is stretchy, lightweight and live&#45in comfortable FAVE: Fully adjustable NeverEnd drawstring won&#39t get lost in the wash Ultra&#45comfortable wide waistband with hidden key pocket Flatlock seams won&#39t rub you the wrong way Comes with a hair tie so you can ready, set, go",907882,44.00,USD,NewCondition,InStock,Black,9078820020001,Athleta Girl/Tights & Leggings,4.75,260,ffc1ef20-3f23-5f84-b5e3-a0dbf05796e0,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=983112,Wind Down Sleep Top,Athleta,"FOR: Lounging, relaxing, and a good night&#39s sleep FEEL: Waffle texture is lightweight and soft FAVE: Henley front button placket Looking for the matching jogger? See the matching jogger <a href=/browse/product.do?pid=983111&mlink=34,Copy_983111_983111&clink=34><u>here</a></u>",983112,49.00,USD,NewCondition,InStock,Dragonfruit Pink,9831120320000,Sleep & Lounge/Sleep Tops,4.37,65,93cde17a-ddd5-5512-abc9-4d893856a048,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=353965,Athleta Girl All Day Bra,Athleta,"FOR: School days and just hanging out FEEL: Soft, stretchy Pilayo&#174 fabric is lightweight and live&#45in comfortable FAVE: Y&#45back straps stay in place and give you room to move Comes with a hair tie so you can ready, set, go!",353965,14.97,USD,NewCondition,InStock,Black,3539650420001,Athleta Girl/Bras,4.88,100,ae1126a5-6627-5b64-bbd4-0ab043b4efe5,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=980907,Brooklyn Bomber Jacket,Athleta,"FOR: Commuting, work, and travel FEEL: Recycled Featherweight Stretch&#153 fabric feels silky sleek and light as air FAVE: Matches to Brooklyn Jogger for a complete look Secure zip pockets to stash your essentials",980907,49.99,USD,NewCondition,InStock,Black,9809070020006,Jackets/All Jackets,4.6,35,d5ca4d11-3541-5563-97e8-8db8a8738839,26/12/2021 22:25:45
https://athleta.gap.com/browse/product.do?pid=986168,Athleta Girl High Rise Stash Your Treasures Tight,Athleta,"FOR: School, practice, and play FEEL: Amazingly stretchy and durable for live&#45in comfort FAVE: Fully adjustable neverending drawcord with mantra gives her room to grow Side pockets to stash her treasures",986168,59.00,USD,NewCondition,InStock,Camo Lux Blue,9861680020001,Athleta Girl/Tights & Leggings,,,fe0d4a46-6912-5245-abe6-0ebe2d727975,26/12/2021 22:25:46
https://athleta.gap.com/browse/product.do?pid=599726,Mudra 7/8 Tight,Athleta,"FOR: Yoga or studio practice FEEL: Seamless fabric is anti&#45chafe and stretches as you move FAVE: Open&#45hole mesh design provides ventilation Shop the Mudra Crop Tank <a href=/browse/product.do?pid=980107&mlink=34,Copy_980107_980107&clink=34><u>here</a></u>",599726,44.97,USD,NewCondition,InStock,Anthracite Grey,5997260120010,Bottoms/Pants,4.24,58,c3f034b5-a277-5bcd-b796-625c3c26d7dc,26/12/2021 22:25:46
https://athleta.gap.com/browse/product.do?pid=980511,Athleta Girl Camo Power Up Tank,Athleta,"FOR: School, practice, and play FEEL: Chafe&#45free, seamless fabric stretches with every move FAVE: Racerback design for total mobility",980511,36.00,USD,NewCondition,InStock,Grey Camo,9805110020001,Athleta Girl/Tops,5,5,39a18064-8231-509b-94b6-f8c9ec3c254b,26/12/2021 22:25:46
https://athleta.gap.com/browse/product.do?pid=598812,Ultimate Stash Pocket Printed Capri,Athleta,"FOR: Medium to high impact workouts at the gym, studio or outdoors FEEL: Sleek fabric with supportive compression FAVE: 2 stash pockets, 1 back waistband pocket Continuous internal drawcord is fully adjustable and won&#39t get lost in the wash Ultimate tights are best for medium to high impact workouts with compressive and sweat&#45wicking fabric.",598812,29.97,USD,NewCondition,InStock,Activate Marble Multi,5988120320000,/,4.71,100,f56ce6d2-119d-5b4a-b0cb-7a200644d2e2,26/12/2021 22:25:46
https://athleta.gap.com/browse/product.do?pid=487663,Delancey Herringbone Tight,Athleta,"FOR: Commuting, work and travel FEEL: Lightweight, stretchy fabric FAVE: Back zip pocket secures your essentials",487663,89.00,USD,NewCondition,InStock,Bluff Grey,4876630720000,Bottoms/Pants,4.75,1031,8ff82ab3-e7cf-5b8f-b81c-9cca7a03c7d2,26/12/2021 22:25:47
https://athleta.gap.com/browse/product.do?pid=985543,Balance Henley Sweatshirt,Athleta,"FOR: Commuting, work, and travel FEEL: Plush Nirvana is our softest fabric with a cozy brushed interior",985543,89.00,USD,NewCondition,InStock,Blue Star,9855430120000,Tops/Sweatshirts & Wraps,4.53,120,1a33c3a0-849a-5856-8182-7c4f8f0a7754,26/12/2021 22:25:47
https://athleta.gap.com/browse/product.do?pid=985550,Attitude Lined Pant II,Athleta,FOR: Layering up to and from your workout FEEL: Recycled Featherweight Stretch &#153 fabric feels silky sleek and light as air FAVE: Easy &#45access secure pockets to stash your essentials Jersey interlining provides added comfort and warmth,985550,98.00,USD,NewCondition,InStock,Black,9855500020001,Bottoms/Pants,4.63,70,168dc794-154b-5298-a10a-62d886408f69,26/12/2021 22:25:47
https://athleta.gap.com/browse/product.do?pid=572202,Warrior Longline Printed Bra A&#x26;#45C,Athleta,"FOR: Yoga or studio practice FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Bonded longline chestband gives you the support without the squeeze Bonded straps lie smooth and don&#39t distract Longline fit pairs perfectly back with high&#45waisted tights Shop the Leopard Elation Tight <a href=/browse/product.do?pid=501019&mlink=34,Copy_501019_501019&clink=34><u>here</a></u>",572202,39.99,USD,NewCondition,InStock,Camo Lux Pink,5722020420000,Bras/All Sports Bras,4.07,15,34d063c8-b83b-5b62-9b4e-18b544a42b1b,26/12/2021 22:25:47
https://athleta.gap.com/browse/product.do?pid=657667,Trekkie North Printed Short,Athleta,"FOR: Hiking, climbing and exploring on or off the trail FEEL: Sleek, lightweight Ripstop has 2&#45way stretch for extra mobility FAVE: 4 pockets to stash your hiking essentials A wide, knit waistband provides support and comfort Split hem adds style and mobility",657667,19.99,USD,NewCondition,InStock,Lynx Navy,6576670022018,Bottoms/Shorts,4.79,236,93ee1685-f8eb-5c75-8fe1-8aa174a7bdcf,26/12/2021 22:25:48
https://athleta.gap.com/browse/product.do?pid=657885,Farallon Heathered Swing Sweatshirt,Athleta,"FOR: Warm&#45weather travels, resort vacations and to and from the beach FEEL: Organic cotton is lightweight and breathable FAVE: CYA fit is flattering on all body types A cute matchback with our new Farallon pant",657885,29.97,USD,NewCondition,InStock,Light Blue Heather,6578850220000,Tops/Sweatshirts & Wraps,4.52,73,2642c359-a2ff-5422-a092-6401aaefe555,26/12/2021 22:25:48
https://athleta.gap.com/browse/product.do?pid=599480,Quest Jogger,Athleta,"FOR: Hiking, climbing and exploring, on or off the trail FEEL: Ultra&#45light recycled Dobby resists nicks and tears FAVE: On&#45trend belt detail for adjustability Zip pockets to store your essentials Mesh ventilation helps keep you cool Elasticized ankle cuffs you can cinch up or down",599480,44.97,USD,NewCondition,InStock,Bali Green,5994800120001,Bottoms/Pants,4.51,258,1048e37a-2ccd-5980-8d22-9fd2db3482ad,26/12/2021 22:25:48
https://athleta.gap.com/browse/product.do?pid=657904,Zuma Shirtdress,Athleta,"FOR: Commuting, work, and travel FEEL: Featherweight Stretch&#153 fabric made with recycled polyester feels silky sleek and light as air FAVE: Easy&#45access stash pockets",657904,39.99,USD,NewCondition,InStock,Black,6579040020006,Dresses & Rompers/All Dresses & Rompers,4.47,99,97a4d657-edc4-5792-9495-4b1aa9742f85,26/12/2021 22:25:48
https://athleta.gap.com/browse/product.do?pid=980650,Nitro Tank Print,Athleta,"FOR: Yoga or studio practice FEEL: Super soft and lightweight fabric FAVE: Unstinkable: wear it more, wash it less",980650,11.99,USD,NewCondition,InStock,Positive Latitudes Victorian Periwinkle,9806500120002,Tops/Tanks,4.73,135,bc72db99-72e6-51e5-b6ff-f36c675b1ca8,26/12/2021 22:25:49
https://athleta.gap.com/browse/product.do?pid=657523,Salutation Stash Pocket II Cutout 7/8 Tight,Athleta,"FOR: Yoga or studio practice FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Side stash pockets to hold your essentials Smooth, supportive waistband with a held&#45in sensation Novelty craft hem treatment Ribbed side panel for extra mobility Made with our customer&#45favorite, second&#45skin Powervita&#153 fabric, our yoga leggings/pants are designed for your ultimate distraction&#45free practice",657523,34.97,USD,NewCondition,InStock,Shadow Olive,6575230121003,Bottoms/Pants,4.76,143,2eca0bd2-c70e-52a4-b31c-2408039cb242,26/12/2021 22:25:49
https://athleta.gap.com/browse/product.do?pid=656889,Oversized Scrunchie,Athleta,"FOR: Fashionable, oversized scrunchie to keep hair our of your face FEEL: Nylon blend is smooth and cool to the touch FAVE: Oversized for added femininity",656889,4.97,USD,NewCondition,InStock,Racing Red,6568890120000,Accessories & Masks/Hats & Headbands,4.73,64,2b49fa73-5bf3-5337-a705-0eff4a046e3f,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=480097,Elation 7/8 Tight,Athleta,"FOR: Indoor and outdoor yoga practice, and life off the mat FEEL: Powervita&#153  fabric is buttery soft to the touch with support that feels like a gentle hug FAVE: Unpinchable three&#45layer waistband with mesh inner lining streamlines and supports No side seams for a distraction&#45free practice",480097,89.00,USD,NewCondition,InStock,Black,4800970020001,1X-3X/Bottoms,5,2,15c826e8-7263-51e7-857e-c210ab6da545,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=599771,Cushion No Show Sock by Bombas&#x26;#174,Athleta,"FOR: Commuting, work, and travel FEEL: Designed for comfort while being specially engineered to never fall down FAVE: One pair purchased = One pair donated to a shelter in need They provide maximum coverage and stay in place just below the edge of your shoe, exactly where they&#39re supposed to be We put people and planet up there with profit--it's why we're excited to partner with a fellow B Corporation.",599771,12.50,USD,NewCondition,InStock,Light Blue,5997710220002,Accessories & Masks/Gear,4.81,112,43d6c71c-03aa-565a-8233-b31418242ac3,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=981896,Ultimate Stash Pocket Heather 7/8 Tight,Athleta,"FOR: Medium to high impact workouts at the gym, studio, or outdoors FEEL: Textured fabric is cozy with gentle compression FAVE: 2 stash pockets, 1 back waistband pocket Fully adjustable continuous drawstring won&#39t get lost in the wash",981896,41.97,USD,NewCondition,InStock,Dress Blue/ Hearth Rose,9818960020000,Bottoms/Pants,4.36,33,ca4b2736-269d-5671-9fde-91084f85e85d,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=981445,Ultimate Relaxation Bath Salts by Asutra,Athleta,"Unwind in warm water as mineral&#45rich Dead Sea salts, organic essential oils, and nutrients put your mind and body in a state of pure bliss. This deeply therapeutic, aromatic, luxurious bath soak combats tension, helping you find your peaceful place. FOR: Restoration and rejuvenation in the bathtub Women moving women, forward-this is the Power of She. It's why we're honored to partner with companies founded by women of color that are committed to support and inspire all bodies everywhere.",981445,2.99,USD,NewCondition,InStock,Clear,9814450020000,Accessories & Masks/All Accessories,4.8,10,595e7fb2-c4df-53da-a9ce-d20af6713f03,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=486452,Presidio Dress,Athleta,"FOR: Commuting, work and travel FEEL: Recycled Featherweight Stretch&#153 fabric feels silky sleek and light as air FAVE: Easy&#45access pockets stash essentials",486452,98.00,USD,NewCondition,InStock,Black,4864520220006,Dresses & Rompers/All Dresses & Rompers,4.46,606,57c33207-d9de-55a5-a25c-93e70e010810,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=984488,Tugga Sherpa Hoodie,Athleta,"FOR: Commuting, work, and travel FEEL: Unbelievably cozy sherpa fabric feels soft on the skin FAVE: Easy &#45access secure pockets to stash your essentials",984488,119.00,USD,NewCondition,InStock,Cattail Brown,9844880120000,Tops/Sweatshirts & Wraps,4.59,59,c3972812-ba1d-56bc-bd1a-cb1ad9ad05ff,26/12/2021 22:25:50
https://athleta.gap.com/browse/product.do?pid=566617,Organic Daily Tie Dye Crew Tee,Athleta,"FOR: Commuting, work, and travel FEEL: Organic cotton is lightweight and breathable FAVE: Tie Dye Art &#45 no two garments are ever the same",566617,22.99,USD,NewCondition,InStock,Black,5666170020006,Tops/Short Sleeve,4.76,123,3e6dbf49-42e1-5fdc-bd97-32c7a8007fd7,26/12/2021 22:25:51
https://athleta.gap.com/browse/product.do?pid=982733,Bayview Hooded Coat,Athleta,"FOR: Hiking, climbing, and exploring in cold climates FEEL: Lightweight 3M&#153 Recycled Thinsulate insulation keeps you warm without the bulk FAVE: Zip pockets on front secure your essentials Bungee cord on hood for a customized fit�",982733,198.00,USD,NewCondition,InStock,Black,9827330020000,Jackets/All Jackets,3.35,20,ea97baad-1e47-5c46-bb54-3efba8f9ad3b,26/12/2021 22:25:51
https://athleta.gap.com/browse/product.do?pid=657707,Renew V&#x26;#45Neck Tee,Athleta,"FOR: Commuting, work and travel FEEL: Chafe&#45free seamless design maximizes all&#45day comfort FAVE: Hydrogen odor&#45controlling yarns keep your favorite styles unstinkable and fresher for longer",657707,54.00,USD,NewCondition,InStock,Grey Heather,6577070220000,Tops/Short Sleeve,4.61,270,9ad43419-486d-53fd-b840-9349d94e29e7,26/12/2021 22:25:51
https://athleta.gap.com/browse/product.do?pid=657624,Kinetic Printed Baseball Cap,Athleta,"FOR: Commuting, work, and travel FEEL: Recycled nylon is smooth and sleek FAVE: Adjustable back strap for a perfect fit Feminine prints",657624,19.99,USD,NewCondition,InStock,Athleta Letter Print,6576240320000,Accessories & Masks/Hats & Headbands,4.71,70,9121b8b7-5238-575a-824b-e474bbb06909,26/12/2021 22:25:52
https://athleta.gap.com/browse/product.do?pid=981247,Plunge Tankini D&#x26;#45DD,Athleta,"FOR: Swim, surf, stand&#45up paddleboard, and all water sports FEEL: Recycled H?ECO swim fabric is smooth and sleek with powerful stretch FAVE: PowerMesh front panel holds you in Back ties create a novelty scrunch detail and offer adjustability",981247,24.99,USD,NewCondition,InStock,Tahiti Vintage Plum,9812470020000,Swim/Tankini Tops,4.42,12,853bcb4b-39bc-5165-8517-5ec1a4f0964f,26/12/2021 22:25:52
https://athleta.gap.com/browse/product.do?pid=661549,Athleta Girl Sunset Bikini Top,Athleta,"FOR: Swim, surf, paddle, and everything at the beach FEEL: Soft and stretchy Lycra&#174 Xtra Life&#153 fabric FAVE: Print matches other sunset swim and apparel",661549,13.97,USD,NewCondition,InStock,Sunset,6615490020001,Athleta Girl/All Girl,4.84,25,3ecc8216-d9e4-5c7e-8e7b-d5d5e8d76b40,26/12/2021 22:25:52
